0.000000000000000000e+00 1.518538879955717014e-01 -1.159148563963849465e+00 1.055826289231612873e-14 -1.239229649208388146e-14 -6.621424915920215638e-07 1.039782478073902936e-06 -3.532041971399113888e-10 -2.901657220055753431e-10
3.906250000000000000e-03 1.518538877935622922e-01 -1.159148563646226204e+00 2.584893277202127220e-09 -4.069446646326469405e-09 -6.608714727462938966e-07 1.045706926561251791e-06 -6.945720087969675660e-07 -2.964456507470459085e-06
7.812500000000000000e-03 1.518538871883662877e-01 -1.159148562689825690e+00 5.158479998712551027e-09 -8.183029720498780411e-09 -6.560015094692062968e-07 1.061831585502659479e-06 -1.937876004376448860e-06 -5.075919034425169230e-06
1.171875000000000000e-02 1.518538861831211784e-01 -1.159148561085063367e+00 7.701096471635083369e-09 -1.237189408698213844e-08 -6.442986943966388935e-07 1.083137954083213244e-06 -4.280412395019084385e-06 -5.477426748257130723e-06
1.562500000000000000e-02 1.518538847852400342e-01 -1.159148558819358632e+00 1.017633586286592750e-08 -1.664104161136492555e-08 -6.204476107996015767e-07 1.101249779367208248e-06 -8.246197830885649066e-06 -3.288427251391112804e-06
1.953125000000000000e-02 1.518538830096548276e-01 -1.159148555882261622e+00 1.252302741505673145e-08 -2.095595768025759819e-08 -5.770908295232857623e-07 1.104313436428583415e-06 -1.434812438674271242e-05 2.369935100432485511e-06
2.343750000000000000e-02 1.518538808833001241e-01 -1.159148552272678545e+00 1.464747763080254216e-08 -2.522915529823421953e-08 -5.049681547575346273e-07 1.077045521924446760e-06 -2.304819026903715256e-05 1.239604316651821272e-05
2.734375000000000000e-02 1.518538784507545980e-01 -1.159148548008210433e+00 1.641641569349872241e-08 -2.930653870691913008e-08 -3.931126400402718097e-07 1.000645102067210288e-06 -3.475049797998508574e-05 2.766224788501858982e-05
3.125000000000000000e-02 1.518538757809188844e-01 -1.159148543136611087e+00 1.765089407967934676e-08 -3.295410717640834529e-08 -2.291721273195435166e-07 8.530283025720565030e-07 -4.975738929715589756e-05 4.899683408439159800e-05
3.515625000000000000e-02 1.518538729745324556e-01 -1.159148537749261854e+00 1.812170009607428065e-08 -3.584538408318849311e-08 1.536022864456754333e-10 6.089935368436273103e-07 -6.824146966550870004e-05 7.713349286859739725e-05
3.906250000000000000e-02 1.518538701722588757e-01 -1.159148531996521791e+00 1.754681604460017818e-08 -3.755031610097603863e-08 3.084731247326999755e-07 2.408226464467588706e-07 -9.018075888889143243e-05 1.126338284848316188e-04
4.296875000000000000e-02 1.518538675629492740e-01 -1.159148526104607058e+00 1.559180216048616917e-08 -3.752682715685296254e-08 7.088620691320102408e-07 -2.809505076584173684e-07 -1.153124516349635141e-04 1.557977109769126509e-04
4.687500000000000000e-02 1.518538653915672831e-01 -1.159148520393508797e+00 1.187392273394038966e-08 -3.511634032449251605e-08 1.212760656699174518e-06 -9.862811793936998583e-07 -1.430494080523203593e-04 2.065717782897991291e-04
5.078125000000000000e-02 1.518538639660996503e-01 -1.159148515295199244e+00 5.971186012310170430e-09 -2.954485136541507216e-08 1.828571922146693565e-06 -1.903962055394004152e-06 -1.724109286442399133e-04 2.643686057126615196e-04
5.468750000000000000e-02 1.518538636625993421e-01 -1.159148511371076440e+00 -2.562575301956471373e-09 -1.993198948113672619e-08 2.559957057712836273e-06 -3.059247461578706861e-06 -2.019347910390934084e-04 3.279608779848786179e-04
5.859375000000000000e-02 1.518538649273150909e-01 -1.159148509327241561e+00 -1.417528406877366464e-08 -5.310085438026135473e-09 3.403784627664663530e-06 -4.471005746609080572e-06 -2.295918397976492997e-04 3.952453873353079395e-04
6.250000000000000000e-02 1.518538682746600754e-01 -1.159148510025813428e+00 -2.928555888764838855e-08 1.534359379551375402e-08 4.347762624945517526e-06 -6.147901427766555740e-06 -2.527082569031336204e-04 4.630992318197968850e-04
6.640625000000000000e-02 1.518538742795733087e-01 -1.159148514490003334e+00 -4.824181474294420146e-08 4.305881839972158787e-08 5.367769554354141060e-06 -8.084036053901400010e-06 -2.678903285413980376e-04 5.271190819257754552e-04
7.031250000000000000e-02 1.518538835626488115e-01 -1.159148523900230821e+00 -7.127043264443245446e-08 7.880505648594216778e-08 6.424950821148911473e-06 -1.025350309760142544e-05 -2.709844277887896277e-04 5.814682810523664081e-04
7.421875000000000000e-02 1.518538967662677319e-01 -1.159148539578014336e+00 -9.841234402951926880e-08 1.234020462148599559e-07 7.462700214766471502e-06 -1.260444783639513945e-05 -2.570539554199058221e-04 6.186266378790606030e-04
7.812500000000000000e-02 1.518539145198938844e-01 -1.159148562953962625e+00 -1.294477612823197230e-07 1.774049813163536271e-07 8.403652145450025269e-06 -1.505212649703935414e-05 -2.204199944571883006e-04 6.293013086178689697e-04
8.203125000000000000e-02 1.518539373927145220e-01 -1.159148595515699931e+00 -1.638096284339862869e-07 2.409624509147612271e-07 9.146943338755875175e-06 -1.747183422367015669e-05 -1.547489314589256591e-04 6.022579050295462366e-04
8.593750000000000000e-02 1.518539658319625896e-01 -1.159148638731344105e+00 -2.004872178384964502e-07 3.136451005358864775e-07 9.565971103064897413e-06 -1.969113060695804052e-05 -5.323810224240333307e-05 5.243610310571967343e-04
8.984375000000000000e-02 1.518540000855772010e-01 -1.159148693943907737e+00 -2.379226712201365607e-07 3.942452931893214441e-07 9.507077344039771560e-06 -2.148279409137643438e-05 9.111211832646404218e-05 3.806625915785844406e-04
9.375000000000000000e-02 1.518540401084139679e-01 -1.159148762232254493e+00 -2.739047068461841761e-07 4.805493728277099520e-07 8.789500669337258948e-06 -2.255796165391288423e-05 2.850944641011210370e-04 1.546805551697616465e-04
9.765625000000000000e-02 1.518540854520095962e-01 -1.159148844234551001e+00 -3.054656575351977316e-07 5.690868123076064721e-07 7.207217209170835812e-06 -2.256130337343620476e-05 5.347558759410730783e-04 -1.711033554329333345e-04
