0.000000000000000000e+00 1.518536986374517672e-01 -1.159149229924825830e+00 1.323554920413942022e-12 4.588033492613215122e-12
3.906250000000000000e-03 1.518540771276825074e-01 -1.159147892912011812e+00 -6.159695409202470781e-06 -2.136211113494823892e-05
7.812500000000000000e-03 1.518536985236454695e-01 -1.159149230326853797e+00 1.232124164634029841e-05 4.273064116944169655e-05
1.171875000000000000e-02 1.518540773554317158e-01 -1.159147892107474487e+00 -1.848649441171801300e-05 -6.411202588481046134e-05
1.562500000000000000e-02 1.518536981816794584e-01 -1.159149231534870816e+00 2.465731253966652183e-05 8.551271196566290200e-05
1.953125000000000000e-02 1.518540778120267276e-01 -1.159147890494527156e+00 -3.083556157044142629e-05 -1.069391692919197166e-04
2.343750000000000000e-02 1.518536976099054692e-01 -1.159149233554699787e+00 3.702311599855790108e-05 1.283978988960044084e-04
2.734375000000000000e-02 1.518540784996714188e-01 -1.159147888065384047e+00 -4.322186157176277768e-05 -1.498954407050945292e-04
3.125000000000000000e-02 1.518536968055579917e-01 -1.159149236396109561e+00 4.943369758493299367e-05 1.714383817993159252e-04
3.515625000000000000e-02 1.518540794216999834e-01 -1.159147884808266360e+00 -5.566053925126491071e-05 -1.930333642746529020e-04
3.906250000000000000e-02 1.518536957647254881e-01 -1.159149240072919085e+00 6.190432006144830086e-05 2.146870938281697614e-04
4.296875000000000000e-02 1.518540805826114337e-01 -1.159147880707279921e+00 -6.816699425183370673e-05 -2.364063478775602133e-04
4.687500000000000000e-02 1.518536944823099533e-01 -1.159149244603137729e+00 7.445053925931033594e-05 2.581979845690529629e-04
5.078125000000000000e-02 1.518540819881162296e-01 -1.159147875742252198e+00 -8.075695831329804397e-05 -2.800689512025056663e-04
5.468750000000000000e-02 1.518536929519731515e-01 -1.159149250009156473e+00 8.708828301189353298e-05 3.020262937982965074e-04
5.859375000000000000e-02 1.518540836451968135e-01 -1.159147869888516258e+00 -9.344657606083287807e-05 -3.240771659048735870e-04
6.250000000000000000e-02 1.518536911660701150e-01 -1.159149256317982379e+00 9.983393400364790602e-05 3.462288388132866990e-04
6.640625000000000000e-02 1.518540855621817176e-01 -1.159147863116650523e+00 -1.062524901478779314e-04 -3.684887109217743978e-04
7.031250000000000000e-02 1.518536891155660984e-01 -1.159149263561532806e+00 1.127044174763051909e-04 3.908643186601098996e-04
7.421875000000000000e-02 1.518540877488362417e-01 -1.159147855392157478e+00 -1.191919317881201908e-04 -4.133633464773467381e-04
7.812500000000000000e-02 1.518536867899384357e-01 -1.159149271776980905e+00 1.257172948293652835e-04 4.359936387022062204e-04
8.203125000000000000e-02 1.518540902164699780e-01 -1.159147846675083304e+00 -1.322828176981945064e-04 -4.587632102754632727e-04
8.593750000000000000e-02 1.518536841770588564e-01 -1.159149281007171961e+00 1.388908642312291358e-04 4.816802596361871797e-04
8.984375000000000000e-02 1.518540929780640703e-01 -1.159147836919570462e+00 -1.455438547057808809e-04 -5.047531803432259590e-04
9.375000000000000000e-02 1.518536812630558452e-01 -1.159149291301110551e+00 1.522442695371543973e-04 5.279905752062395100e-04
9.765625000000000000e-02 1.518540960484207614e-01 -1.159147826073325893e+00 -1.589946533306324625e-04 -5.514012689509143568e-04
1.015625000000000000e-01 1.518536780321526891e-01 -1.159149302714529206e+00 1.657976189406957590e-04 5.749943237361367521e-04
1.054687500000000000e-01 1.518540994443377812e-01 -1.159147814077008842e+00 -1.726558519168811890e-04 -5.987790531135042844e-04
1.093750000000000000e-01 1.518536744664798488e-01 -1.159149315310556538e+00 1.795721149964691016e-04 6.227650390962992822e-04
